Athlete,NOC,Discipline,Event,Medal,Edition
"BACKLUND, Nils",SWE,Water polo,water polo,Bronze,1920
"BERGQVIST, Erik",SWE,Water polo,water polo,Bronze,1920
"GUMPEL, Max",SWE,Water polo,water polo,Bronze,1920
"HANSSON, Pontus",SWE,Water polo,water polo,Bronze,1920
"JULIN, Harald S.A.",SWE,Water polo,water polo,Bronze,1920
"NAUMANN, Theodor",SWE,Water polo,water polo,Bronze,1920
"BUGBEE, Charles",GBR,Water polo,water polo,Gold,1920
"DEAN, William Henry",GBR,Water polo,water polo,Gold,1920
"JONES, Christopher",GBR,Water polo,water polo,Gold,1920
"PEACOCK, William",GBR,Water polo,water polo,Gold,1920
"PURCELL, Noel M.",GBR,Water polo,water polo,Gold,1920
"RADMILOVIC, Paul",GBR,Water polo,water polo,Gold,1920
"SMITH, Charles Sydney",GBR,Water polo,water polo,Gold,1920
"BAUWENS, René",BEL,Water polo,water polo,Silver,1920
"BLITZ, Gerard",BEL,Water polo,water polo,Silver,1920
"BLITZ, Maurice",BEL,Water polo,water polo,Silver,1920
"DEWIN, Pierre",BEL,Water polo,water polo,Silver,1920
"DURANT, Albert",BEL,Water polo,water polo,Silver,1920
"GAILLY, Paul",BEL,Water polo,water polo,Silver,1920
"NIJS, Pierre",BEL,Water polo,water polo,Silver,1920
"PLETINCX, Joseph",BEL,Water polo,water polo,Silver,1920
"FLAMAND, Firmin",BEL,Archery,fixed bird target large birds,Bronze,1920
"CLOETENS, Edmond",BEL,Archery,fixed bird target large birds,Gold,1920
"VAN DE PERCK, Louis",BEL,Archery,fixed bird target large birds,Silver,1920
"CLOETENS, Edmond",BEL,Archery,fixed bird target large birds teams,Gold,1920
"FLAMAND, Firmin",BEL,Archery,fixed bird target large birds teams,Gold,1920
"HERMANS, Joseph",BEL,Archery,fixed bird target large birds teams,Gold,1920
"VAN DE PERCK, Louis",BEL,Archery,fixed bird target large birds teams,Gold,1920
"VAN DE VERRE, Auguste",BEL,Archery,fixed bird target large birds teams,Gold,1920
"VAN MOER, Edmond",BEL,Archery,fixed bird target large birds teams,Gold,1920
"CLOETENS, Edmond",BEL,Archery,"fixed bird target small bird, teams",Gold,1920
"FLAMAND, Firmin",BEL,Archery,"fixed bird target small bird, teams",Gold,1920
"HERMANS, Joseph",BEL,Archery,"fixed bird target small bird, teams",Gold,1920
"VAN DE PERCK, Louis",BEL,Archery,"fixed bird target small bird, teams",Gold,1920
"VAN DE VERRE, Auguste",BEL,Archery,"fixed bird target small bird, teams",Gold,1920
"VAN MOER, Edmond",BEL,Archery,"fixed bird target small bird, teams",Gold,1920
"HERMANS, Joseph",BEL,Archery,fixed bird target small birds,Bronze,1920
"VAN MOER, Edmond",BEL,Archery,fixed bird target small birds,Gold,1920
"VAN DE PERCK, Louis",BEL,Archery,fixed bird target small birds,Silver,1920
"BRULE, Julien Louis",FRA,Archery,moving bird target 28m teams,Bronze,1920
"EPIN, Léon",FRA,Archery,moving bird target 28m teams,Bronze,1920
"FAUVEL, Pascal",FRA,Archery,moving bird target 28m teams,Bronze,1920
"GRISOT, EugÃ¨ne G.",FRA,Archery,moving bird target 28m teams,Bronze,1920
"LEROY, Paul",FRA,Archery,moving bird target 28m teams,Bronze,1920
"MABELLON, Artur",FRA,Archery,moving bird target 28m teams,Bronze,1920
"QUENTIN, Léonce Gaston",FRA,Archery,moving bird target 28m teams,Bronze,1920
"RICHEZ, Eugène",FRA,Archery,moving bird target 28m teams,Bronze,1920
"DE BROUWER, Petrus Godefridus",NED,Archery,moving bird target 28m teams,Gold,1920
"PACKBIERS, Jan Joseph",NED,Archery,moving bird target 28m teams,Gold,1920
"THEEUWES, Adrianus Cornelis",NED,Archery,moving bird target 28m teams,Gold,1920
"VAN BUSSELL, Hendrikus",NED,Archery,moving bird target 28m teams,Gold,1920
"VAN GASTEL, Johannes Jacobus",NED,Archery,moving bird target 28m teams,Gold,1920
"VAN GESTEL, Jan-Babtiest-Jozef",NED,Archery,moving bird target 28m teams,Gold,1920
"VAN MERRIENBOER, Adrianus",NED,Archery,moving bird target 28m teams,Gold,1920
"WILLEMS, Theodorus B.",NED,Archery,moving bird target 28m teams,Gold,1920
"ALLAERT, Alphonse",BEL,Archery,moving bird target 28m teams,Silver,1920
"DE KNIBBER, Edmond",BEL,Archery,moving bird target 28m teams,Silver,1920
"DE MAYER, Jérome",BEL,Archery,moving bird target 28m teams,Silver,1920
"DELCON, Louis",BEL,Archery,moving bird target 28m teams,Silver,1920
"FIERENS, Louis",BEL,Archery,moving bird target 28m teams,Silver,1920
"VAN BEECK, Louis",BEL,Archery,moving bird target 28m teams,Silver,1920
"VAN INNIS, Hubert",BEL,Archery,moving bird target 28m teams,Silver,1920
"VAN THIELT, Pierre",BEL,Archery,moving bird target 28m teams,Silver,1920
"ALLAERT, Alphonse",BEL,Archery,moving bird target 33m teams,Gold,1920
"DE KNIBBER, Edmond",BEL,Archery,moving bird target 33m teams,Gold,1920
"DE MAYER, Jérome",BEL,Archery,moving bird target 33m teams,Gold,1920
"DELCON, Louis",BEL,Archery,moving bird target 33m teams,Gold,1920
"FIERENS, Louis",BEL,Archery,moving bird target 33m teams,Gold,1920
"VAN BEECK, Louis",BEL,Archery,moving bird target 33m teams,Gold,1920
"VAN INNIS, Hubert",BEL,Archery,moving bird target 33m teams,Gold,1920
"VAN THIELT, Pierre",BEL,Archery,moving bird target 33m teams,Gold,1920
"BRULE, Julien Louis",FRA,Archery,moving bird target 33m teams,Silver,1920
"EPIN, Léon",FRA,Archery,moving bird target 33m teams,Silver,1920
"FAUVEL, Pascal",FRA,Archery,moving bird target 33m teams,Silver,1920
"GRISOT, EugÃ¨ne G.",FRA,Archery,moving bird target 33m teams,Silver,1920
"LEROY, Paul",FRA,Archery,moving bird target 33m teams,Silver,1920
"MABELLON, Artur",FRA,Archery,moving bird target 33m teams,Silver,1920
"QUENTIN, Léonce Gaston",FRA,Archery,moving bird target 33m teams,Silver,1920
"RICHEZ, Eugène",FRA,Archery,moving bird target 33m teams,Silver,1920
"ALLAERT, Alphonse",BEL,Archery,moving bird target 50m teams,Gold,1920
"DE KNIBBER, Edmond",BEL,Archery,moving bird target 50m teams,Gold,1920
"DE MAYER, Jérome",BEL,Archery,moving bird target 50m teams,Gold,1920
"DELCON, Louis",BEL,Archery,moving bird target 50m teams,Gold,1920
"FIERENS, Louis",BEL,Archery,moving bird target 50m teams,Gold,1920
"VAN BEECK, Louis",BEL,Archery,moving bird target 50m teams,Gold,1920
"VAN INNIS, Hubert",BEL,Archery,moving bird target 50m teams,Gold,1920
"VAN THIELT, Pierre",BEL,Archery,moving bird target 50m teams,Gold,1920
"BRULE, Julien Louis",FRA,Archery,moving bird target 50m teams,Silver,1920
"EPIN, Léon",FRA,Archery,moving bird target 50m teams,Silver,1920
"FAUVEL, Pascal",FRA,Archery,moving bird target 50m teams,Silver,1920
"GRISOT, EugÃ¨ne G.",FRA,Archery,moving bird target 50m teams,Silver,1920
"LEROY, Paul",FRA,Archery,moving bird target 50m teams,Silver,1920
"MABELLON, Artur",FRA,Archery,moving bird target 50m teams,Silver,1920
"QUENTIN, Léonce Gaston",FRA,Archery,moving bird target 50m teams,Silver,1920
"RICHEZ, Eugène",FRA,Archery,moving bird target 50m teams,Silver,1920
"VAN INNIS, Hubert",BEL,Archery,"moving bird target, 28m",Gold,1920
"QUENTIN, Léonce Gaston",FRA,Archery,"moving bird target, 28m",Silver,1920
"VAN INNIS, Hubert",BEL,Archery,"moving bird target, 33m",Gold,1920
"BRULE, Julien Louis",FRA,Archery,"moving bird target, 33m",Silver,1920
"BRULE, Julien Louis",FRA,Archery,"moving bird target, 50m",Gold,1920
"VAN INNIS, Hubert",BEL,Archery,"moving bird target, 50m",Silver,1920
"WILSON, James",GBR,Athletics,10000m,Bronze,1920
"NURMI, Paavo",FIN,Athletics,10000m,Gold,1920
"GUILLEMOT, Joseph",FRA,Athletics,10000m,Silver,1920
"GUNN, Charles",GBR,Athletics,10000m walk,Bronze,1920
"FRIGERIO, Ugo",ITA,Athletics,10000m walk,Gold,1920
"PEARMAN, Joseph",USA,Athletics,10000m walk,Silver,1920
"EDWARD, Harry",GBR,Athletics,100m,Bronze,1920
"PADDOCK, Charles",USA,Athletics,100m,Gold,1920
"KIRKSEY, Morris",USA,Athletics,100m,Silver,1920
"MURRAY, Frederick",USA,Athletics,110m hurdles,Bronze,1920
"THOMSON, Earl",CAN,Athletics,110m hurdles,Gold,1920
"BARRON, Harold",USA,Athletics,110m hurdles,Silver,1920
"SHIELDS, Marion Lawrence",USA,Athletics,1500m,Bronze,1920
"HILL, Albert",GBR,Athletics,1500m,Gold,1920
"NOEL-BAKER, Philipp John",GBR,Athletics,1500m,Silver,1920
"EDWARD, Harry",GBR,Athletics,200m,Bronze,1920
"WOODRING, Allen",USA,Athletics,200m,Gold,1920
"PADDOCK, Charles",USA,Athletics,200m,Silver,1920
"AMBROSINI, Ernesto",ITA,Athletics,3000m steeplechase,Bronze,1920
"HODGE, Percy",GBR,Athletics,3000m steeplechase,Gold,1920
"FLYNN, Patrick",USA,Athletics,3000m steeplechase,Silver,1920
"BACKMAN, Erik",SWE,Athletics,3000m team,Bronze,1920
"LUNDGREN, Sven",SWE,Athletics,3000m team,Bronze,1920
"WIDE, Edvin",SWE,Athletics,3000m team,Bronze,1920
"BROWN, Horace Hallock",USA,Athletics,3000m team,Gold,1920
"DRESSER, Ivan",USA,Athletics,3000m team,Gold,1920
"SCHARDT, Arlie Alfred",USA,Athletics,3000m team,Gold,1920
"BLEWITT, Charles Edward",GBR,Athletics,3000m team,Silver,1920
"HILL, Albert",GBR,Athletics,3000m team,Silver,1920
"SEAGROVE, William Raymond",GBR,Athletics,3000m team,Silver,1920
"REMER, Richard Frederick",USA,Athletics,3000m walk,Bronze,1920
"FRIGERIO, Ugo",ITA,Athletics,3000m walk,Gold,1920
"PARKER, George",AUS,Athletics,3000m walk,Silver,1920
"ENGDAHL, Nils",SWE,Athletics,400m,Bronze,1920
"RUDD, Bevil Gordon D'Urban",RSA,Athletics,400m,Gold,1920
"BUTLER, Guy Montagu",GBR,Athletics,400m,Silver,1920
"DESCH, August George",USA,Athletics,400m hurdles,Bronze,1920
"LOOMIS, Frank",USA,Athletics,400m hurdles,Gold,1920
"NORTON, John Kelley",USA,Athletics,400m hurdles,Silver,1920
"HOLMSTRÖM, Agne",SWE,Athletics,4x100m relay,Bronze,1920
"MALM, Sven",SWE,Athletics,4x100m relay,Bronze,1920
"PETERSSON, R. William E.",SWE,Athletics,4x100m relay,Bronze,1920
"SANDSTRÖM, Nils",SWE,Athletics,4x100m relay,Bronze,1920
"KIRKSEY, Morris",USA,Athletics,4x100m relay,Gold,1920
"MURCHISON, Loren",USA,Athletics,4x100m relay,Gold,1920
"PADDOCK, Charles",USA,Athletics,4x100m relay,Gold,1920
"SCHOLZ, Jackson",USA,Athletics,4x100m relay,Gold,1920
"ALI KAHN, Emile",FRA,Athletics,4x100m relay,Silver,1920
"LORAIN, René",FRA,Athletics,4x100m relay,Silver,1920
"MOURLON, René",FRA,Athletics,4x100m relay,Silver,1920
"TIRARD, René",FRA,Athletics,4x100m relay,Silver,1920
"ANDRE, Georges",FRA,Athletics,4x400m relay,Bronze,1920
"DELVART, Maurice",FRA,Athletics,4x400m relay,Bronze,1920
"DEVAUX, Jean André",FRA,Athletics,4x400m relay,Bronze,1920
"FERY, Gaston",FRA,Athletics,4x400m relay,Bronze,1920
"AINSWORTH-DAVIS, John Creyghton",GBR,Athletics,4x400m relay,Gold,1920
"BUTLER, Guy Montagu",GBR,Athletics,4x400m relay,Gold,1920
"GRIFFITHS, Cecil Richmond",GBR,Athletics,4x400m relay,Gold,1920
"LINDSAY, Robert Alexander",GBR,Athletics,4x400m relay,Gold,1920
"DAVEL, Harry",RSA,Athletics,4x400m relay,Silver,1920
"OLDFIELD, Clarence Winston",RSA,Athletics,4x400m relay,Silver,1920
"OOSTERLAAK, Jack",RSA,Athletics,4x400m relay,Silver,1920
"RUDD, Bevil Gordon D'Urban",RSA,Athletics,4x400m relay,Silver,1920
"BACKMAN, Erik",SWE,Athletics,5000m,Bronze,1920
"GUILLEMOT, Joseph",FRA,Athletics,5000m,Gold,1920
"NURMI, Paavo",FIN,Athletics,5000m,Silver,1920
"LIND, Carl Johan",SWE,Athletics,56lb weight throw (25.4kg),Bronze,1920
"MCDONALD, Patrick",USA,Athletics,56lb weight throw (25.4kg),Gold,1920
"RYAN, Patrick",USA,Athletics,56lb weight throw (25.4kg),Silver,1920
"RUDD, Bevil Gordon D'Urban",RSA,Athletics,800m,Bronze,1920
"HILL, Albert",GBR,Athletics,800m,Gold,1920
"EBY, Earl",USA,Athletics,800m,Silver,1920
"LIIMATAINEN, Heikki",FIN,Athletics,cross country individual,Bronze,1920
"NURMI, Paavo",FIN,Athletics,cross country individual,Gold,1920
"BACKMAN, Erik",SWE,Athletics,cross country individual,Silver,1920
"BACKMAN, Erik",SWE,Athletics,cross country team,Bronze,1920
"EKMAN, Hilding",SWE,Athletics,cross country team,Bronze,1920
"MATTSSON, Gustaf",SWE,Athletics,cross country team,Bronze,1920
"KOSKENNIEMI, Frederik Teudor",FIN,Athletics,cross country team,Gold,1920
"LIIMATAINEN, Heikki",FIN,Athletics,cross country team,Gold,1920
"NURMI, Paavo",FIN,Athletics,cross country team,Gold,1920
"HEGARTY, Frank",GBR,Athletics,cross country team,Silver,1920
"NICHOLS, Alfred Hubert",GBR,Athletics,cross country team,Silver,1920
"WILSON, James",GBR,Athletics,cross country team,Silver,1920
"OHLSON, Bertil",SWE,Athletics,decathlon,Bronze,1920
"LÖVLAND, Helge Andreas",NOR,Athletics,decathlon,Gold,1920
"HAMILTON, Brutus Kerr",USA,Athletics,decathlon,Silver,1920
"POPE, Augustus",USA,Athletics,discus throw,Bronze,1920
"NIKLANDER, Elmer Konstantin",FIN,Athletics,discus throw,Gold,1920
"TAIPALE, Armas Rudolf",FIN,Athletics,discus throw,Silver,1920
"BENNET, Basil",USA,Athletics,hammer throw,Bronze,1920
"RYAN, Patrick",USA,Athletics,hammer throw,Gold,1920
"LIND, Carl Johan",SWE,Athletics,hammer throw,Silver,1920
"EKELUND, Bo",SWE,Athletics,high jump,Bronze,1920
"LANDON, Richmond",USA,Athletics,high jump,Gold,1920
"MULLER, Harold",USA,Athletics,high jump,Silver,1920
"JAALE-JOHANSSON, Paavo",FIN,Athletics,javelin throw,Bronze,1920
"MYYRÄ, Jonni",FIN,Athletics,javelin throw,Gold,1920
"PELTONEN, Urho Pellervo",FIN,Athletics,javelin throw,Silver,1920
"ABRAHAMSSON, Erik",SWE,Athletics,long jump,Bronze,1920
"PETERSSON, R. William E.",SWE,Athletics,long jump,Gold,1920
"JOHNSON, Carl",USA,Athletics,long jump,Silver,1920
"ARRI, Valerio",ITA,Athletics,marathon,Bronze,1920
"KOLEHMAINEN, Hannes",FIN,Athletics,marathon,Gold,1920
"LOSSMANN, Jüri",EST,Athletics,marathon,Silver,1920
"LAHTINEN, Hugo Jalmari",FIN,Athletics,pentathlon,Bronze,1920
"LEHTONEN, Eero Reino",FIN,Athletics,pentathlon,Gold,1920
"BRADLEY, Everett Lewis",USA,Athletics,pentathlon,Silver,1920
"MYERS, Edwin",USA,Athletics,pole vault,Bronze,1920
"FOSS, Frank",USA,Athletics,pole vault,Gold,1920
"PETERSEN, Henry",DEN,Athletics,pole vault,Silver,1920
"LIVERSEDGE, Harry",USA,Athletics,shot put,Bronze,1920
"PÖRHÖLÄ, Frans Wilhelmi",FIN,Athletics,shot put,Gold,1920
"NIKLANDER, Elmer Konstantin",FIN,Athletics,shot put,Silver,1920
"ALMLÖF, Erik",SWE,Athletics,triple jump,Bronze,1920
"TUULOS, Vilho Immanuel",FIN,Athletics,triple jump,Gold,1920
"JANSSON, Folke",SWE,Athletics,triple jump,Silver,1920
"CUTHBERTSON, William",GBR,Boxing,- 50.8kg (flyweight),Bronze,1920
"DI GENARO, Frank",USA,Boxing,- 50.8kg (flyweight),Gold,1920
"PETERSEN, Anders",DEN,Boxing,- 50.8kg (flyweight),Silver,1920
"ELUERE, Albert Xavier",FRA,Boxing,+ 79.38kg (heavyweight),Bronze,1920
"RAWSON, Ronald",GBR,Boxing,+ 79.38kg (heavyweight),Gold,1920
"PETEERSEN, Sören",DEN,Boxing,+ 79.38kg (heavyweight),Silver,1920
"MCKENZIE, James",GBR,Boxing,50.8 - 53.52kg (bantamweight),Bronze,1920
"WALKER, Clarence Leonard",RSA,Boxing,50.8 - 53.52kg (bantamweight),Gold,1920
"GRAHAM, Clifford John",CAN,Boxing,50.8 - 53.52kg (bantamweight),Silver,1920
"GARZENA, Edoardo",ITA,Boxing,53.52 - 57.15kg (featherweight),Bronze,1920
"FRITSCH, Paul",FRA,Boxing,53.52 - 57.15kg (featherweight),Gold,1920
"GACHET, Jean",FRA,Boxing,53.52 - 57.15kg (featherweight),Silver,1920
"NEWTON, Clarence",CAN,Boxing,57.15 - 61.24kg (lightweight),Bronze,1920
"MOSBERG, Samuel",USA,Boxing,57.15 - 61.24kg (lightweight),Gold,1920
"JOHANSEN, Gotfred",DEN,Boxing,57.15 - 61.24kg (lightweight),Silver,1920
"COLBERG, Frederick William",USA,Boxing,61.24 - 66.68kg (welterweight),Bronze,1920
"SCHNEIDER, Julius Gustav Albert",CAN,Boxing,61.24 - 66.68kg (welterweight),Gold,1920
"IRELAND, Alexander",GBR,Boxing,61.24 - 66.68kg (welterweight),Silver,1920
"HERSCOVITCH, Montgomery Hart",CAN,Boxing,66.68 - 72.57kg (middleweight),Bronze,1920
"MALLIN, Harry William",GBR,Boxing,66.68 - 72.57kg (middleweight),Gold,1920
"PRUD'HOMME, George Arthur",CAN,Boxing,66.68 - 72.57kg (middleweight),Silver,1920
"FRANKS, Harold",GBR,Boxing,72.57 - 79.38kg (light-heavyweight),Bronze,1920
"EAGAN, Edward",USA,Boxing,72.57 - 79.38kg (light-heavyweight),Gold,1920
"SÖRSDAL, Sverre",NOR,Boxing,72.57 - 79.38kg (light-heavyweight),Silver,1920
"CANTELOUBE, Fernand",FRA,Cycling Road,individual time trial,Bronze,1920
"STENQVIST, Harry",SWE,Cycling Road,individual time trial,Gold,1920
"KALTENBRUN, Henry Justaves",RSA,Cycling Road,individual time trial,Silver,1920
"DE BUINNE, Albert",BEL,Cycling Road,team time trial,Bronze,1920
"JANSSENS, Jean",BEL,Cycling Road,team time trial,Bronze,1920
"VERCRUYSSE, André",BEL,Cycling Road,team time trial,Bronze,1920
"WYCKMANS, Albert",BEL,Cycling Road,team time trial,Bronze,1920
"CANTELOUBE, Fernand",FRA,Cycling Road,team time trial,Gold,1920
"DETREILLE, Georges",FRA,Cycling Road,team time trial,Gold,1920
"GOBILLOT, Marcel",FRA,Cycling Road,team time trial,Gold,1920
"SOUCHARD, Achille",FRA,Cycling Road,team time trial,Gold,1920
"LUNDBERG, Sigfrid",SWE,Cycling Road,team time trial,Silver,1920
"MALM, Ragnar",SWE,Cycling Road,team time trial,Silver,1920
"PERSSON, Axel Wilhelm",SWE,Cycling Road,team time trial,Silver,1920
"STENQVIST, Harry",SWE,Cycling Road,team time trial,Silver,1920
"DE VRENG, Frans",NED,Cycling Track,2000m tandem,Bronze,1920
"IKELAAR, Petrus Gerardus",NED,Cycling Track,2000m tandem,Bronze,1920
"LANCE, Thomas Glasson",GBR,Cycling Track,2000m tandem,Gold,1920
"RYAN, Harry Edgar",GBR,Cycling Track,2000m tandem,Gold,1920
"SMITH, William R.",RSA,Cycling Track,2000m tandem,Silver,1920
"WALKER, James R.",RSA,Cycling Track,2000m tandem,Silver,1920
"IKELAAR, Petrus Gerardus",NED,Cycling Track,50km,Bronze,1920
"GEORGE, Henry",BEL,Cycling Track,50km,Gold,1920
"ALDEN, Cyril Albert",GBR,Cycling Track,50km,Silver,1920
"RYAN, Harry Edgar",GBR,Cycling Track,Sprint indivual,Bronze,1920
"PEETERS, Mauritius",NED,Cycling Track,Sprint indivual,Gold,1920
"JOHNSON, Horace Thomas",GBR,Cycling Track,Sprint indivual,Silver,1920
"GOOSEN, Harry W.",RSA,Cycling Track,Team Pursuit (4000m),Bronze,1920
"KALTENBRUN, Henry Justaves",RSA,Cycling Track,Team Pursuit (4000m),Bronze,1920
"SMITH, William R.",RSA,Cycling Track,Team Pursuit (4000m),Bronze,1920
"WALKER, James R.",RSA,Cycling Track,Team Pursuit (4000m),Bronze,1920
"CARLI, Arnaldo",ITA,Cycling Track,Team Pursuit (4000m),Gold,1920
"FERRARIO, Ruggero",ITA,Cycling Track,Team Pursuit (4000m),Gold,1920
"GIORGETTI, Franco",ITA,Cycling Track,Team Pursuit (4000m),Gold,1920
"MAGNANI, Primo",ITA,Cycling Track,Team Pursuit (4000m),Gold,1920
"ALDEN, Cyril Albert",GBR,Cycling Track,Team Pursuit (4000m),Silver,1920
"JOHNSON, Horace Thomas",GBR,Cycling Track,Team Pursuit (4000m),Silver,1920
"STEWART, William George",GBR,Cycling Track,Team Pursuit (4000m),Silver,1920
"WHITE, Albert",GBR,Cycling Track,Team Pursuit (4000m),Silver,1920
"LUNDBLAD, Janne",SWE,Dressage,individual,Gold,1920
"BONVALET, Jules",BEL,Eventing,team,Bronze,1920
"LINTS, Oswald G. H.",BEL,Eventing,team,Bronze,1920
"MISONNE, Jacques",BEL,Eventing,team,Bronze,1920
"MOEREMANS D'EMAUS, Roger",BEL,Eventing,team,Bronze,1920
"DYRSCH, Gustaf",SWE,Eventing,team,Gold,1920
"LUNDSTRÖM, Age",SWE,Eventing,team,Gold,1920
"MÖRNER, Helmer",SWE,Eventing,team,Gold,1920
"VON BRAUN, Georg",SWE,Eventing,team,Gold,1920
"ASINARI, Carlo",ITA,Eventing,team,Silver,1920
"CACCIANDRA, Giulio",ITA,Eventing,team,Silver,1920
"CAFFARATTI, Ettore",ITA,Eventing,team,Silver,1920
"SPIGHI, Garibaldi",ITA,Eventing,team,Silver,1920
"LEWENHAUPT, Carl Gustaf",SWE,Jumping,individual,Bronze,1920
"LEQUIO DI ASSABA, Tommaso",ITA,Jumping,individual,Gold,1920
"VALERIO, Alessandro",ITA,Jumping,individual,Silver,1920
"ALVISI, Alessandro",ITA,Jumping,team,Bronze,1920
"CACCIANDRA, Giulio",ITA,Jumping,team,Bronze,1920
"CAFFARATTI, Ettore",ITA,Jumping,team,Bronze,1920
"SPIGHI, Garibaldi",ITA,Jumping,team,Bronze,1920
"DE KÖNIG, Claës",SWE,Jumping,team,Gold,1920
"MARTIN, Frank",SWE,Jumping,team,Gold,1920
"NORLING, Lars Daniel",SWE,Jumping,team,Gold,1920
"VON ROSEN, Hans",SWE,Jumping,team,Gold,1920
"COUMANS, André",BEL,Jumping,team,Silver,1920
"DE BRIE, Thierry",BEL,Jumping,team,Silver,1920
"DE GAIFFIER D'HESTROY, Hermann",BEL,Jumping,team,Silver,1920
"D'OULTROMENT, Herman",BEL,Jumping,team,Silver,1920
"FINET, T.",BEL,Vaulting,figure riding individual,Bronze,1920
"BOUCKAERT, T.",BEL,Vaulting,figure riding individual,Gold,1920
FIELD,FRA,Vaulting,figure riding individual,Silver,1920
"GREEN, Carl",SWE,Vaulting,figure riding team,Bronze,1920
"MÄRTENSSON, Anders",SWE,Vaulting,figure riding team,Bronze,1920
"NILSSON, Oskar",SWE,Vaulting,figure riding team,Bronze,1920
"BOUCKAERT, T.",BEL,Vaulting,figure riding team,Gold,1920
"FINET, T.",BEL,Vaulting,figure riding team,Gold,1920
VAN CAUWENBERG,BEL,Vaulting,figure riding team,Gold,1920
VAN RANST,BEL,Vaulting,figure riding team,Gold,1920
VAN SCHAUWBROECK,BEL,Vaulting,figure riding team,Gold,1920
CAUCHY,FRA,Vaulting,figure riding team,Silver,1920
FIELD,FRA,Vaulting,figure riding team,Silver,1920
SALINS,FRA,Vaulting,figure riding team,Silver,1920
"BUCHARD, Gustave",FRA,Fencing,épée individual,Bronze,1920
"MASSARD, Armand",FRA,Fencing,épée individual,Gold,1920
"LIPPMANN, Alexandre",FRA,Fencing,épée individual,Silver,1920
"AMSON, Gaston",FRA,Fencing,épée team,Bronze,1920
"BUCHARD, Gustave",FRA,Fencing,épée team,Bronze,1920
"CASANOVA, Georges",FRA,Fencing,épée team,Bronze,1920
"LIPPMANN, Alexandre",FRA,Fencing,épée team,Bronze,1920
"MASSARD, Armand",FRA,Fencing,épée team,Bronze,1920
"MOREAU, Emile",FRA,Fencing,épée team,Bronze,1920
"TROMBERT, Georges",FRA,Fencing,épée team,Bronze,1920
"ABELARDO, Olivier",ITA,Fencing,épée team,Gold,1920
"ALLOCHIO, Antonio",ITA,Fencing,épée team,Gold,1920
"BOZZA, Tullio",ITA,Fencing,épée team,Gold,1920
"CANOVA, Giovanni",ITA,Fencing,épée team,Gold,1920
"CONSTANTINO, Tommaso",ITA,Fencing,épée team,Gold,1920
"MARRAZZI, Andrea",ITA,Fencing,épée team,Gold,1920
"NADI, Aldo",ITA,Fencing,épée team,Gold,1920
"NADI, Nedo",ITA,Fencing,épée team,Gold,1920
"THAON DI REVEL, Paolo",ITA,Fencing,épée team,Gold,1920
"URBANI, Dino",ITA,Fencing,épée team,Gold,1920
"ANSPACH, Paul",BEL,Fencing,épée team,Silver,1920
